Author,Title,Type_of_Ban,Secondary Author(s),State,District,Date of Challenge/Removal,Origin of Challenge,Latitude,Longitude
"Sáenz, Benjamin Alire",The Inexplicable Logic of My Life,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Sagar, Lindsey",The Story of Rap,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Salazar, Aida",The Moon Within,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Salazar, Aida",The Moon Within,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Salazar, Aida",The Moon Within,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Salisbury, Melinda",Hold Back the Tide,Banned in Libraries,,Texas,Katy Independent School District,2022-01-01,Administrator,31.0,-100.0
"Salvatore, Steven",Can't Take That Away,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
San Francisco Writers' Grotto,642 Things to Write About,Banned in Classrooms,,Ohio,Hudson City Schools,2021-09-01,Administrator,40.367474,-82.996216
"Sanchez, Alex",Bait,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Sanchez, Alex",Getting It,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sanchez, Alex",Rainbow Boys (Rainbow Trilogy Series),Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Sanchez, Alex",Rainbow Boys (Rainbow Trilogy Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sanchez, Alex",Rainbow High (Rainbow Trilogy Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sanchez, Alex",Rainbow Road (Rainbow Trilogy Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sanchez, Alex",So Hard to Say,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sanchez, Alex",You Brought Me the Ocean,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Banned in Libraries,,Mississippi,Madison County Schools,2022-04-01,Administrator,33.0,-90.0
"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Banned in Libraries,,Wisconsin,School District of Waukesha,2021-12-01,Administrator,44.5,-89.5
"Sanchez, Jasper",The (Un)Popular Vote,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Sanders, Rob",Peaceful Fights for Equal Rights,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,Banned in Libraries,,Idaho,Bonneville Joint School District No 93,2022-04-01,Formal Challenge,44.068203,-114.742043
"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,Banned in Libraries,,Wisconsin,School District of Cadott Community,2022-03-01,Formal Challenge,44.5,-89.5
"Sanders, Rob",Stonewall: A Building. An Uprising. A Revolution.,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Sanford, Doris",Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Sanna, Emily",Gay Believers: Homosexuality and Religion,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Santana, Sol",Just Ash,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Santoni, V. S.",I'm A Gay Wizard,Banned Pending Investigation,,Virginia,Henrico County Public Schools,2021-11-01,Administrator,37.926868,-78.024902
Sapphire,Push,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-03-01,Administrator,27.994402,-81.760254
"Sass, A. J.",Ana on the Edge,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Satrapi, Marjane",Persepolis: The Story of a Childhood,Banned Pending Investigation,,Pennsylvania,Franklin Regional School District,2022-03-01,Administrator,41.203323,-77.194527
"Satrapi, Marjane",Persepolis: The Story of a Childhood,Banned in Libraries,,Texas,Katy Independent School District,2022-01-01,Administrator,31.0,-100.0
"Savage, Dan","It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living",Banned Pending Investigation,"Miller, Terry",Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Savage, Dan","It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living",Banned Pending Investigation,"Miller, Terry",Texas,Klein Independent School District,2021-12-01,Administrator,31.0,-100.0
"Scanlon, Liz Garton",All the World,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Scelsa, Kate",Fans of the Impossible Life,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Schaeffer, Teresa",The Questions Within (Cutting Edge Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Scheeres, Julia",Jesus Land: A Memoir,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Scheeres, Julia",Jesus Land: A Memoir,Banned in Libraries and Classrooms,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Schiffer, Miriam B.",Stella Brings the Family,Banned in Libraries and Classrooms,,Florida,Broward County Public Schools,2022-06-01,Administrator,27.994402,-81.760254
"Schiffer, Miriam B.",Stella Brings the Family,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Schlissel, Lillian",Black Frontiers: A History of African American Heroes in the Old West,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Schmatz, Pat",Lizard Radio,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Schmidt, Tiffany",Get a Clue (Bookish Boyfriends Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Scholinski, Daphne",The Last Time I Wore a Dress,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Schrefer, Eliot",The Darkness Outside Us,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Schusterman, Michelle",Spotlight on Coding Club! (Girls Who Code Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Schwab, V. E.",The Invisible Life of Addie LaRue,Banned in Libraries,,Georgia,Cherokee County School District,2022-01-01,Formal Challenge,33.247875,-83.441162
"Schwabach, Karen",The Hope Chest,Banned Pending Investigation,,Tennessee,Hamilton County Schools,2021-10-01,Administrator,35.860119,-86.660156
"Schwartz, Alvin",Scary Stories to Tell in the Dark,Banned Pending Investigation,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Schwartz, Heather E.",Locked Up for Freedom: Civil Rights Protesters at the Leesburg Stockade,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Schwenke, Chloe",SELF-ish: A Transgender Awakening,Banned in Libraries and Classrooms,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Scott, Ann Herbert",On Mother's Lap,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,Kansas,Goddard Public Schools,2021-11-01,Administrator,38.5,-98.0
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,Missouri,Rockwood School District,2022-03-01,Formal Challenge,38.573936,-92.60376
"Seabold, Alice",Lucky,Banned in Libraries and Classrooms,,Virginia,Virginia Beach City Public Schools,2022-05-01,Formal Challenge,37.926868,-78.024902
"Seba, Jaime A.",Coming Out: Telling Family and Friends,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Seba, Jaime A.",Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Seba, Jaime A.",Gay and Lesbian Role Models,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Seba, Jaime A.","Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",Banned Pending Investigation,,Texas,Klein Independent School District,2021-12-01,Administrator,31.0,-100.0
"Seba, Jaime A.","Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Seba, Jaime A.","Gay People of Color: Facing Prejudices, Forging Identities",Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Seba, Jaime A.","Gays and Mental Health: Fighting Depression, Saying No to Suicide",Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Seba, Jaime A.","Homosexuality Around the World: Safe Havens, Cultural Challenges",Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Seba, Jaime A.",The LGBT Community,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sebastian, Laura",Ember Queen (Ash Princess Trilogy Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Sebold, Alice",Lucky,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-03-01,Administrator,27.994402,-81.760254
"Sebold, Alice",Lucky,Banned Pending Investigation,,Florida,Clay County District Schools,2022-06-01,Administrator,27.994402,-81.760254
"Sebold, Alice",Lucky,Banned in Libraries and Classrooms,,Florida,Hernando School District,2021-11-01,Administrator,27.994402,-81.760254
"Sebold, Alice",Lucky,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Sebold, Alice",Lucky,Banned in Libraries,,Florida,St. Johns County School District,2022-05-01,Formal Challenge,27.994402,-81.760254
"Sebold, Alice",The Lovely Bones,Banned in Classrooms,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Seeger, Pete",The Deaf Musicians,Banned in Classrooms,"Jacobs, Paul DuBois",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sehgal, Surishtha",Festival of Colors,Banned Pending Investigation,"Sehgal, Kabir",Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Self, Jeffery","A Very, Very Bad Thing",Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Selzer, Adam",Just Kill Me,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sepetys, Ruta",Between Shades of Gray,Banned in Libraries,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Sepetys, Ruta",Out of the Easy,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Seuss, Dr.",Ven a Mi Casa,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Shantz-Hilkes, Chloe",My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sharenow, Robert",The Berlin Boxing Club,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Sharpe, Tess",Far from You,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Sharpe, Tess",Far from You,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sharpe, Tess",The Girls I've Been,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Shaw, Susan",Safe,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Shaw, Tucker",The Hookup Artist,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Shepard, Sara",Flawless (Pretty Little Liars Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Shepard, Sara",Influence,Banned Pending Investigation,"Buckingham, Lilia",Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Sherman, Jill",25 Women Who Fought Back,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sherman, Jill",25 Women Who Thought of It First,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sherrard, Brent R.",Final Takedown,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Shetterly, Margot Lee",Hidden Figures: The True Story of Four Black Women and the Space Race,Banned in Classrooms,"Conkling, Winifred",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Shusterman, Neal",Game Changer,Banned in Libraries,,Texas,Katy Independent School District,2022-01-01,Administrator,31.0,-100.0
"Sibson, Laura",Edie in Between,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Sidney II, Ronnie",Nelson Beats The Odds,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sidney II, Ronnie",Tameka's New Dress,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Siegert, Mia",Somebody Told Me,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Silvera, Adam",History Is All You Left Me,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Silvera, Adam",History Is All You Left Me,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Silvera, Adam",Infinity Reaper (Infinity Cycle Series),Banned in Libraries and Classrooms,,Texas,Keller Independent School District,2021-11-01,Formal Challenge,31.0,-100.0
"Silvera, Adam",Infinity Son (Infinity Cycle Series),Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Silvera, Adam",Infinity Son (Infinity Cycle Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Silvera, Adam",More Happy Than Not,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Silvera, Adam",More Happy Than Not,Banned in Libraries and Classrooms,,Florida,Lee County Schools,2022-03-01,Administrator,27.994402,-81.760254
"Silvera, Adam",More Happy Than Not,Banned in Libraries,,Florida,Polk County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Silvera, Adam",More Happy Than Not,Banned in Libraries,,Florida,St. Lucie Public Schools,2022-01-01,Formal Challenge,27.994402,-81.760254
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Silvera, Adam",They Both Die at the End,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Silvera, Adam",They Both Die at the End,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Silvera, Adam",They Both Die at the End,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Silverberg, Cory","Sex is a Funny Word: A Book about Bodies, Feelings, and YOU",Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Silverberg, Cory","Sex is a Funny Word: A Book about Bodies, Feelings, and YOU",Banned in Libraries and Classrooms,,Texas,Frisco Independent School District,2022-05-01,Administrator,31.0,-100.0
"Silverman, Erica",Jack (Not Jackie),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sim, Tara",Chainbreaker (Timekeeper Series),Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sim, Tara",Firestarter (Timekeeper Series),Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Sim, Tara",Firestarter (Timekeeper Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Simons, Rae","Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings",Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sindu, S. J.",Marriage of a Thousand Lies,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Singleton, Glenn E.",Courageous Conversations About Race: A Field Guide for Achieving Equity in Schools and Beyond,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Skrutskie, Emily",Bonds of Brass,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Skrutskie, Emily",The Edge of the Abyss (The Abyss Surrounds Us Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Slade, Suzanne",Climbing Lincoln's Steps: The African American Journey,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Slade, Suzanne",Exquisite: The Poetry and Life of Gwendolyn Brooks,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Banned in Libraries and Classrooms,,Idaho,Nampa School District,2022-05-01,Administrator,44.068203,-114.742043
"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Banned Pending Investigation,,Kansas,Goddard Public Schools,2021-11-01,Administrator,38.5,-98.0
"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Banned in Libraries and Classrooms,,Wisconsin,Oconomowoc Area School District,2022-05-01,Formal Challenge,44.5,-89.5
"Sleeter, Christine E.","Transformative Ethnic Studies in Schools: Curriculum, Pedagogy, and Research",Banned in Classrooms,"Zavala, Miguel",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sloan, Holly Goldberg",To Night Owl from Dogfish,Banned Pending Investigation,"Wolitzer, Meg",Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Sloan, Holly Goldberg",To Night Owl from Dogfish,Banned in Classrooms,"Wolitzer, Meg",North Carolina,Wilkes County School District,2022-06-01,Administrator,35.782169,-80.793457
"Smedley, Zack",Deposing Nathan,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Smedley, Zack",Tonight We Rule the World,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Smith, Amber",Something Like Gravity,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Smith, Amber",The Last to Let Go,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Smith, Amber",The Last to Let Go,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Smith, Amber",The Way I Used to Be,Banned Pending Investigation,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Smith, Andrew",Stick,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Smith, Heather",Chicken Girl,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Smith, Heather",Chicken Girl,Banned in Libraries and Classrooms,,Texas,Prosper Independent School District,2022-03-01,Administrator,31.0,-100.0
"Smith, Mychal Denzel","Invisible Man, Got the Whole World Watching: A Young Black Man's Education",Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Smith, Niki",The Deep & Dark Blue,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Smyth, Ciara",Not My Problem,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-03-01,Administrator,27.994402,-81.760254
"Smyth, Ciara",Not My Problem,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Smyth, Ciara",The Falling in Love Montage,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Snyder, Dianne",The Boy of the Three-Year Nap,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Solomon, Akiba",How We Fight White Supremacy,Banned in Classrooms,"Rankin, Kenrya",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,Banned Pending Investigation,"Calkhoven, Laurie",Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,Banned Pending Investigation,"Calkhoven, Laurie",Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Solomon, Andrew","Far From the Tree: Parents, Children and the Search for Identity",Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sommer, Carl",SEX: If You're Scared of The Truth Don't Read This!,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Sommer, Carl",SEX: If You're Scared of The Truth Don't Read This!,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sones, Sonya",One of Those Hideous Books Where the Mother Dies,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Sones, Sonya",One of Those Hideous Books Where the Mother Dies,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sones, Sonya",The Opposite of Innocent,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Sones, Sonya",The Opposite of Innocent,Banned Pending Investigation,,Utah,Canyons School District,2021-10-01,Administrator,39.41922,-111.950684
"Sones, Sonya",The Opposite of Innocent,Banned in Libraries,,Wisconsin,School District of Waukesha,2021-12-01,Administrator,44.5,-89.5
"Sones, Sonya",What My Mother Doesn't Know (What My Mother Doesn't Know Series),Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Sorell, Traci",At the Mountain's Base,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Sorell, Traci",We Are Grateful: Otsaliheliga,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Sorell, Traci",We Are Grateful: Otsaliheliga,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Soto, Gary",Too Many Tamales,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Sotomayor, Sonia","¡Solo pregunta!: Sé Diferente, Sé Valiente, Sé Tú",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Spalding, Amy",The Summer of Jordi Perez,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Spalding, Amy",The Summer of Jordi Perez (And the Best Burger in Los Angeles),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Spalding, Amy",We Used to Be Friends,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Spangler, Brie",Beast,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Sparks, Beatrice",Go Ask Alice,Banned Pending Investigation,Anonymous,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"Specksgoor, Meg",I Am Water,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Spiegelman, Art",Maus 1: A Survivor's Tale: My Father Bleeds History,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
